 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 downdown13 <= 0.007887 downdown2 > 0.09167 fingerarea6 > 0.234568, 1 ,0.0
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 downdown13 <= 0.007887 downdown2 > 0.09167 pressure6 > 0.320935, 1 ,0.0
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 fingerarea1 > 0.245129, 10 ,0.0
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 downdown13 <= 0.007887 holdtime1 > 0.409483, 2 ,0.0
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 pressure11 <= 0.202381, 2 ,0.2
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 downdown13 <= 0.007887 downdown2 > 0.09167 pressure14 <= 0.193182, 2 ,0.0333
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 pressure5 > 0.219512, 2 ,0.0
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 pressure14 <= 0.170455, 2 ,0.25
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 downdown3 > 0.016296, 20 ,0.02
 meanfingerarea <= 0.201295 pressure7 <= 0.150376 meanholdtime <= 0.242079 pressure7 <= 0.142857 meanholdtime > 0.242079 meanfingerarea <= 0.139181 downdown13 <= 0.007887 downdown2 > 0.09167 downdown13 > 0.007887 updown8 <= 0.065137 holdtime4 <= 0.327731, 21 ,0.0
